Train 145 {from: Kyiv; to: Wien; depart: 20-06-1916 17:09:00; arrive: 22-06-1916 19:09:00}
Train 858 {from: Zgrab; to: Constantinopole; depart: 02-01-1916 14:45:00; arrive: 05-01-1916 16:45:00}
Train 859 {from: Brindisi; to: Kyiv; depart: 17-08-1916 18:39:00; arrive: 22-08-1916 22:39:00}
Train 860 {from: Venezia; to: Buguresti; depart: 15-06-1916 00:38:00; arrive: 19-06-1916 04:38:00}
Train 861 {from: Danzig; to: Erzurum; depart: 06-08-1915 11:32:00; arrive: 09-08-1915 12:32:00}
Train 862 {from: Moskva; to: Riga; depart: 17-04-1916 02:38:00; arrive: 20-04-1916 11:38:00}
Train 863 {from: Munchen; to: Barcelona; depart: 10-03-1915 16:13:00; arrive: 12-03-1915 21:13:00}
Train 864 {from: Budapest; to: Barcelona; depart: 18-05-1916 20:17:00; arrive: 25-05-1916 00:17:00}
Train 865 {from: Amsterdam; to: Frankfurt; depart: 14-09-1915 22:20:00; arrive: 18-09-1915 07:20:00}
Train 866 {from: Roma; to: Athina; depart: 28-02-1916 01:44:00; arrive: 29-02-1916 05:44:00}
Train 867 {from: Erzurum; to: Frankfurt; depart: 28-07-1916 21:02:00; arrive: 03-08-1916 02:02:00}
Train 868 {from: Amsterdam; to: Erzurum; depart: 26-06-1916 12:46:00; arrive: 05-07-1916 21:46:00}
Train 869 {from: Amsterdam; to: Ancora; depart: 18-08-1916 07:49:00; arrive: 26-08-1916 16:49:00}
Train 870 {from: Venezia; to: Zurich; depart: 12-08-1915 03:47:00; arrive: 12-08-1915 07:47:00}
Train 871 {from: Brindisi; to: Warszawa; depart: 21-05-1916 08:29:00; arrive: 25-05-1916 09:29:00}
Train 872 {from: Barcelona; to: Marseille; depart: 27-03-1916 11:38:00; arrive: 29-03-1916 20:38:00}
Train 873 {from: Zgrab; to: Madrid; depart: 20-02-1915 09:56:00; arrive: 26-02-1915 18:56:00}
Train 874 {from: Zurich; to: Kharkov; depart: 24-01-1916 13:47:00; arrive: 30-01-1916 18:47:00}
Train 875 {from: Munchen; to: Berlin; depart: 14-02-1915 13:09:00; arrive: 17-02-1915 14:09:00}
Train 876 {from: Athina; to: Erzurum; depart: 23-06-1915 09:10:00; arrive: 30-06-1915 15:10:00}
Train 877 {from: Madrid; to: Petrograd; depart: 23-02-1915 11:50:00; arrive: 06-03-1915 19:50:00}
Train 878 {from: Pamplona; to: Danzig; depart: 01-07-1915 06:07:00; arrive: 07-07-1915 07:07:00}
Train 879 {from: Kharkov; to: Constantinopole; depart: 23-07-1916 21:10:00; arrive: 25-07-1916 04:10:00}
Train 880 {from: Bruxelles; to: London; depart: 01-09-1915 03:46:00; arrive: 01-09-1915 11:46:00}
Train 881 {from: Palermo; to: Roma; depart: 15-03-1916 15:54:00; arrive: 15-03-1916 20:54:00}
Train 882 {from: Sevastopol; to: Paris; depart: 15-02-1915 21:55:00; arrive: 24-02-1915 06:55:00}
Train 883 {from: Pamplona; to: Kharkov; depart: 01-03-1916 13:48:00; arrive: 11-03-1916 13:48:00}
Train 884 {from: London; to: Buguresti; depart: 15-07-1916 20:51:00; arrive: 23-07-1916 21:51:00}
Train 885 {from: Sarajevo; to: Kharkov; depart: 15-05-1916 06:58:00; arrive: 19-05-1916 07:58:00}
Train 886 {from: Venezia; to: Paris; depart: 09-05-1916 18:19:00; arrive: 12-05-1916 00:19:00}
Train 887 {from: Erzurum; to: Bruxelles; depart: 14-01-1915 17:09:00; arrive: 22-01-1915 20:09:00}
Train 888 {from: London; to: Zurich; depart: 25-09-1915 06:50:00; arrive: 28-09-1915 08:50:00}
Train 889 {from: Budapest; to: Sevastopol; depart: 27-07-1916 21:06:00; arrive: 30-07-1916 23:06:00}
Train 890 {from: Buguresti; to: Roma; depart: 13-05-1915 09:18:00; arrive: 18-05-1915 09:18:00}
Train 891 {from: Munchen; to: Brindisi; depart: 07-08-1915 10:50:00; arrive: 08-08-1915 12:50:00}
Train 892 {from: Venezia; to: Roma; depart: 07-05-1915 15:47:00; arrive: 07-05-1915 22:47:00}
Train 893 {from: Danzig; to: Vilno; depart: 15-11-1915 12:30:00; arrive: 16-11-1915 19:30:00}
Train 894 {from: Moskva; to: Wien; depart: 02-04-1916 12:52:00; arrive: 07-04-1916 14:52:00}
Train 895 {from: Essen; to: Zurich; depart: 24-12-1915 16:10:00; arrive: 24-12-1915 21:10:00}
Train 896 {from: Kharkov; to: Petrograd; depart: 17-07-1916 04:39:00; arrive: 17-07-1916 05:39:00}
Train 897 {from: Petrograd; to: Constantinopole; depart: 04-07-1915 22:15:00; arrive: 06-07-1915 03:15:00}
Train 898 {from: Ancora; to: Lisboa; depart: 01-02-1916 06:28:00; arrive: 10-02-1916 07:28:00}
Train 899 {from: Wien; to: Zgrab; depart: 12-07-1916 21:36:00; arrive: 13-07-1916 01:36:00}
Train 900 {from: Kyiv; to: Constantinopole; depart: 25-09-1915 21:27:00; arrive: 27-09-1915 03:27:00}
Train 901 {from: Sarajevo; to: Ancora; depart: 05-01-1916 10:11:00; arrive: 07-01-1916 14:11:00}
Train 902 {from: Buguresti; to: Bruxelles; depart: 25-05-1915 16:51:00; arrive: 01-06-1915 19:51:00}
Train 903 {from: Amsterdam; to: Bruxelles; depart: 13-08-1916 20:25:00; arrive: 14-08-1916 01:25:00}
Train 904 {from: Petrograd; to: Essen; depart: 14-02-1915 12:52:00; arrive: 20-02-1915 21:52:00}
Train 905 {from: Essen; to: Berlin; depart: 31-05-1915 16:58:00; arrive: 31-05-1915 20:58:00}
Train 906 {from: Constantinopole; to: Barcelona; depart: 13-01-1915 08:32:00; arrive: 22-01-1915 14:32:00}
Train 907 {from: Sevastopol; to: Amsterdam; depart: 14-02-1916 07:04:00; arrive: 22-02-1916 10:04:00}
Train 908 {from: Frankfurt; to: Warszawa; depart: 21-04-1916 17:18:00; arrive: 23-04-1916 22:18:00}
Train 909 {from: Pamplona; to: Zurich; depart: 28-06-1915 21:46:00; arrive: 03-07-1915 05:46:00}
Train 910 {from: Sarajevo; to: Barcelona; depart: 07-04-1916 16:23:00; arrive: 13-04-1916 18:23:00}
Train 911 {from: Kharkov; to: Rostov; depart: 19-09-1915 02:26:00; arrive: 19-09-1915 07:26:00}
Train 912 {from: Buguresti; to: Wien; depart: 01-10-1915 17:05:00; arrive: 05-10-1915 01:05:00}
Train 913 {from: Wien; to: Brindisi; depart: 22-05-1915 02:17:00; arrive: 24-05-1915 08:17:00}
Train 914 {from: Kharkov; to: Amsterdam; depart: 14-08-1916 15:28:00; arrive: 23-08-1916 23:28:00}
Train 915 {from: Madrid; to: Danzig; depart: 07-08-1915 20:50:00; arrive: 14-08-1915 21:50:00}
Train 916 {from: Palermo; to: Paris; depart: 04-06-1916 00:35:00; arrive: 05-06-1916 05:35:00}
Train 917 {from: Petrograd; to: Munchen; depart: 15-01-1915 15:22:00; arrive: 24-01-1915 16:22:00}
Train 918 {from: Sarajevo; to: Roma; depart: 27-03-1916 02:25:00; arrive: 29-03-1916 04:25:00}
Train 919 {from: Roma; to: Kyiv; depart: 02-11-1915 13:10:00; arrive: 06-11-1915 22:10:00}
Train 920 {from: Rostov; to: Pamplona; depart: 19-03-1916 21:24:00; arrive: 30-03-1916 04:24:00}
Train 921 {from: Constantinopole; to: Athina; depart: 19-05-1915 10:33:00; arrive: 25-05-1915 15:33:00}
Train 922 {from: Danzig; to: Warszawa; depart: 02-07-1915 03:15:00; arrive: 02-07-1915 05:15:00}
Train 923 {from: Petrograd; to: Munchen; depart: 16-12-1915 22:53:00; arrive: 26-12-1915 06:53:00}
Train 924 {from: Moskva; to: Kyiv; depart: 03-05-1915 02:46:00; arrive: 06-05-1915 10:46:00}
Train 925 {from: Danzig; to: Pamplona; depart: 07-05-1916 16:00:00; arrive: 14-05-1916 00:00:00}
Train 926 {from: Kyiv; to: Berlin; depart: 26-11-1915 22:34:00; arrive: 30-11-1915 05:34:00}
Train 927 {from: Venezia; to: Pamplona; depart: 26-08-1915 10:27:00; arrive: 29-08-1915 19:27:00}
Train 928 {from: Riga; to: Essen; depart: 08-02-1916 00:56:00; arrive: 10-02-1916 08:56:00}
Train 929 {from: Brindisi; to: Madrid; depart: 05-06-1915 15:35:00; arrive: 08-06-1915 23:35:00}
Train 930 {from: Kyiv; to: Brindisi; depart: 01-09-1915 07:13:00; arrive: 06-09-1915 14:13:00}
Train 931 {from: London; to: Kharkov; depart: 20-01-1916 20:25:00; arrive: 31-01-1916 01:25:00}
Train 932 {from: Pamplona; to: Bruxelles; depart: 23-08-1915 09:47:00; arrive: 24-08-1915 09:47:00}
Train 933 {from: Essen; to: Kyiv; depart: 12-01-1916 16:17:00; arrive: 15-01-1916 21:17:00}
Train 934 {from: Madrid; to: Ancora; depart: 31-03-1915 07:27:00; arrive: 09-04-1915 15:27:00}
Train 935 {from: Barcelona; to: Venezia; depart: 13-01-1916 00:48:00; arrive: 17-01-1916 05:48:00}
Train 936 {from: Berlin; to: Athina; depart: 27-03-1916 18:32:00; arrive: 30-03-1916 03:32:00}
Train 937 {from: Paris; to: London; depart: 06-04-1916 15:49:00; arrive: 07-04-1916 21:49:00}
Train 938 {from: Venezia; to: Wien; depart: 07-03-1916 18:38:00; arrive: 08-03-1916 18:38:00}
Train 939 {from: Erzurum; to: Sevastopol; depart: 15-09-1915 10:13:00; arrive: 15-09-1915 18:13:00}
Train 940 {from: Paris; to: Sevastopol; depart: 18-03-1915 11:32:00; arrive: 26-03-1915 11:32:00}
Train 941 {from: Frankfurt; to: Vilno; depart: 09-05-1915 18:39:00; arrive: 13-05-1915 02:39:00}
Train 942 {from: Riga; to: Sarajevo; depart: 05-10-1915 22:11:00; arrive: 07-10-1915 04:11:00}
Train 943 {from: Palermo; to: Buguresti; depart: 23-04-1915 19:40:00; arrive: 28-04-1915 22:40:00}
Train 944 {from: Constantinopole; to: Petrograd; depart: 03-04-1915 02:43:00; arrive: 04-04-1915 09:43:00}
Train 945 {from: Munchen; to: Zurich; depart: 28-03-1915 19:13:00; arrive: 30-03-1915 21:13:00}
Train 946 {from: Rostov; to: Riga; depart: 26-09-1915 05:20:00; arrive: 28-09-1915 08:20:00}
Train 947 {from: Madrid; to: Berlin; depart: 27-07-1916 03:19:00; arrive: 01-08-1916 04:19:00}
Train 948 {from: Riga; to: Barcelona; depart: 02-05-1916 13:46:00; arrive: 09-05-1916 15:46:00}
Train 949 {from: Vilno; to: Venezia; depart: 01-10-1915 19:48:00; arrive: 06-10-1915 03:48:00}
Train 950 {from: Erzurum; to: Essen; depart: 16-05-1915 13:11:00; arrive: 21-05-1915 16:11:00}
Train 951 {from: Bruxelles; to: Amsterdam; depart: 26-10-1915 03:58:00; arrive: 26-10-1915 06:58:00}
Train 952 {from: Warszawa; to: Paris; depart: 17-04-1916 02:06:00; arrive: 22-04-1916 09:06:00}
Train 953 {from: Roma; to: Petrograd; depart: 21-02-1915 15:40:00; arrive: 28-02-1915 23:40:00}
Train 954 {from: Venezia; to: Constantinopole; depart: 08-02-1916 14:04:00; arrive: 13-02-1916 14:04:00}
Train 955 {from: Buguresti; to: Erzurum; depart: 23-02-1916 11:06:00; arrive: 24-02-1916 18:06:00}
Train 956 {from: Kharkov; to: Amsterdam; depart: 02-07-1915 06:55:00; arrive: 11-07-1915 12:55:00}
Train 957 {from: Zgrab; to: Budapest; depart: 27-01-1915 19:48:00; arrive: 28-01-1915 01:48:00}
Train 958 {from: Pamplona; to: Lisboa; depart: 17-05-1915 02:12:00; arrive: 18-05-1915 02:12:00}
Train 959 {from: Pamplona; to: Zurich; depart: 20-11-1915 06:51:00; arrive: 24-11-1915 14:51:00}
Train 960 {from: Marseille; to: Danzig; depart: 06-08-1915 18:06:00; arrive: 10-08-1915 22:06:00}
Train 961 {from: Constantinopole; to: Ancora; depart: 13-12-1915 22:28:00; arrive: 14-12-1915 07:28:00}
Train 962 {from: Constantinopole; to: Berlin; depart: 10-07-1915 15:29:00; arrive: 14-07-1915 20:29:00}
Train 963 {from: Wien; to: London; depart: 22-05-1915 00:46:00; arrive: 27-05-1915 03:46:00}
Train 964 {from: Lisboa; to: Sarajevo; depart: 01-08-1916 07:16:00; arrive: 08-08-1916 15:16:00}
Train 965 {from: Petrograd; to: Buguresti; depart: 02-05-1916 16:33:00; arrive: 04-05-1916 17:33:00}
Train 966 {from: Athina; to: Erzurum; depart: 03-02-1915 04:47:00; arrive: 10-02-1915 12:47:00}
Train 967 {from: Kyiv; to: Danzig; depart: 04-12-1915 17:17:00; arrive: 05-12-1915 23:17:00}
Train 968 {from: Berlin; to: Constantinopole; depart: 19-01-1916 00:54:00; arrive: 23-01-1916 02:54:00}
Train 969 {from: Amsterdam; to: Erzurum; depart: 04-12-1915 01:22:00; arrive: 13-12-1915 08:22:00}
Train 970 {from: Sarajevo; to: Frankfurt; depart: 10-01-1916 12:03:00; arrive: 11-01-1916 18:03:00}
Train 971 {from: Constantinopole; to: Zurich; depart: 12-01-1915 10:18:00; arrive: 17-01-1915 11:18:00}
Train 972 {from: Budapest; to: Vilno; depart: 01-01-1916 17:56:00; arrive: 02-01-1916 19:56:00}
Train 973 {from: Riga; to: Zurich; depart: 01-01-1916 22:45:00; arrive: 05-01-1916 07:45:00}
Train 974 {from: Danzig; to: Munchen; depart: 11-04-1915 10:15:00; arrive: 16-04-1915 13:15:00}
Train 975 {from: Berlin; to: Erzurum; depart: 12-05-1916 03:38:00; arrive: 16-05-1916 05:38:00}
Train 976 {from: Paris; to: Barcelona; depart: 28-04-1915 10:10:00; arrive: 29-04-1915 12:10:00}
Train 977 {from: Paris; to: Sevastopol; depart: 05-04-1916 09:43:00; arrive: 13-04-1916 09:43:00}
Train 978 {from: Paris; to: Pamplona; depart: 27-04-1915 03:08:00; arrive: 28-04-1915 11:08:00}
Train 979 {from: Constantinopole; to: Paris; depart: 28-05-1915 04:18:00; arrive: 04-06-1915 10:18:00}
Train 980 {from: Lisboa; to: Riga; depart: 10-02-1915 12:07:00; arrive: 18-02-1915 20:07:00}
Train 981 {from: Rostov; to: Constantinopole; depart: 22-02-1915 06:42:00; arrive: 23-02-1915 15:42:00}
Train 982 {from: Petrograd; to: London; depart: 13-05-1916 15:33:00; arrive: 23-05-1916 22:33:00}
Train 983 {from: Bruxelles; to: Moskva; depart: 18-11-1915 16:30:00; arrive: 28-11-1915 17:30:00}
Train 984 {from: Zgrab; to: Roma; depart: 24-08-1915 16:33:00; arrive: 26-08-1915 20:33:00}
Train 985 {from: Petrograd; to: Venezia; depart: 14-02-1916 12:01:00; arrive: 21-02-1916 12:01:00}
Train 986 {from: Sevastopol; to: Ancora; depart: 03-10-1915 11:06:00; arrive: 03-10-1915 18:06:00}
Train 987 {from: Zurich; to: Pamplona; depart: 19-02-1915 04:11:00; arrive: 23-02-1915 11:11:00}
Train 988 {from: Constantinopole; to: Riga; depart: 12-03-1916 11:10:00; arrive: 13-03-1916 19:10:00}
Train 989 {from: Wien; to: Vilno; depart: 08-01-1915 09:56:00; arrive: 10-01-1915 13:56:00}
Train 990 {from: Riga; to: Kharkov; depart: 15-05-1915 01:02:00; arrive: 18-05-1915 08:02:00}
Train 991 {from: Kharkov; to: Rostov; depart: 12-02-1916 12:43:00; arrive: 12-02-1916 15:43:00}
Train 992 {from: Buguresti; to: Athina; depart: 10-03-1915 03:07:00; arrive: 16-03-1915 08:07:00}
Train 993 {from: Kyiv; to: Essen; depart: 12-09-1915 12:02:00; arrive: 15-09-1915 16:02:00}
Train 994 {from: Sarajevo; to: Erzurum; depart: 26-09-1915 08:38:00; arrive: 29-09-1915 10:38:00}
Train 995 {from: Amsterdam; to: Kharkov; depart: 20-01-1915 00:25:00; arrive: 29-01-1915 04:25:00}
Train 996 {from: Pamplona; to: Erzurum; depart: 29-04-1916 12:32:00; arrive: 08-05-1916 16:32:00}
Train 997 {from: Buguresti; to: Wien; depart: 17-01-1916 00:18:00; arrive: 20-01-1916 06:18:00}
Train 998 {from: Riga; to: Venezia; depart: 19-12-1915 02:12:00; arrive: 22-12-1915 02:12:00}
Train 999 {from: Moskva; to: Essen; depart: 29-08-1915 16:54:00; arrive: 04-09-1915 18:54:00}
Train 1000 {from: Munchen; to: Kyiv; depart: 16-03-1916 17:34:00; arrive: 22-03-1916 21:34:00}
Train 1001 {from: Sevastopol; to: Danzig; depart: 28-01-1916 08:43:00; arrive: 30-01-1916 14:43:00}
Train 1002 {from: Lisboa; to: Essen; depart: 30-04-1915 00:29:00; arrive: 05-05-1915 00:29:00}
Train 1003 {from: Buguresti; to: Brindisi; depart: 19-06-1916 05:35:00; arrive: 24-06-1916 12:35:00}
Train 1004 {from: Athina; to: Kharkov; depart: 20-06-1916 18:14:00; arrive: 28-06-1916 19:14:00}
Train 1005 {from: Essen; to: Sarajevo; depart: 23-07-1915 11:53:00; arrive: 24-07-1915 13:53:00}
Train 1006 {from: Rostov; to: Sevastopol; depart: 21-05-1916 08:20:00; arrive: 21-05-1916 15:20:00}
Train 1007 {from: Barcelona; to: Palermo; depart: 20-01-1916 04:14:00; arrive: 23-01-1916 12:14:00}
Train 1008 {from: Vilno; to: Pamplona; depart: 27-01-1915 05:40:00; arrive: 03-02-1915 14:40:00}
Train 1009 {from: Rostov; to: Petrograd; depart: 02-08-1915 07:01:00; arrive: 02-08-1915 12:01:00}
Train 1010 {from: Palermo; to: Madrid; depart: 18-06-1915 10:09:00; arrive: 21-06-1915 10:09:00}
Train 1011 {from: Moskva; to: Wien; depart: 09-04-1915 13:37:00; arrive: 14-04-1915 18:37:00}
Train 1012 {from: Paris; to: Danzig; depart: 01-04-1915 06:57:00; arrive: 06-04-1915 09:57:00}
Train 1013 {from: Essen; to: Amsterdam; depart: 24-04-1916 01:01:00; arrive: 28-04-1916 08:01:00}
Train 1014 {from: Sevastopol; to: Madrid; depart: 19-09-1915 04:11:00; arrive: 29-09-1915 11:11:00}
Train 1015 {from: Ancora; to: Kharkov; depart: 03-07-1915 13:48:00; arrive: 04-07-1915 13:48:00}
Train 1016 {from: Frankfurt; to: Zgrab; depart: 05-06-1915 10:02:00; arrive: 06-06-1915 13:02:00}
Train 1017 {from: Moskva; to: Paris; depart: 24-02-1916 00:03:00; arrive: 04-03-1916 09:03:00}
Train 1018 {from: Athina; to: Kyiv; depart: 24-02-1915 22:56:00; arrive: 02-03-1915 05:56:00}
Train 1019 {from: Constantinopole; to: Ancora; depart: 31-08-1915 01:54:00; arrive: 31-08-1915 04:54:00}
Train 1020 {from: Warszawa; to: Madrid; depart: 17-09-1915 01:48:00; arrive: 24-09-1915 02:48:00}
Train 1021 {from: Warszawa; to: Roma; depart: 23-02-1915 12:42:00; arrive: 26-02-1915 12:42:00}
Train 1022 {from: Lisboa; to: Marseille; depart: 20-11-1915 06:28:00; arrive: 23-11-1915 07:28:00}
Train 1023 {from: Pamplona; to: Venezia; depart: 10-01-1915 06:33:00; arrive: 13-01-1915 15:33:00}
Train 1024 {from: Kyiv; to: Essen; depart: 06-02-1915 22:46:00; arrive: 10-02-1915 04:46:00}
Train 1025 {from: Vilno; to: Sevastopol; depart: 15-04-1916 10:05:00; arrive: 16-04-1916 16:05:00}
Train 1026 {from: Paris; to: Rostov; depart: 09-07-1915 03:42:00; arrive: 17-07-1915 08:42:00}
Train 1027 {from: Paris; to: Bruxelles; depart: 18-09-1915 10:51:00; arrive: 18-09-1915 19:51:00}
Train 1028 {from: Erzurum; to: Paris; depart: 12-07-1916 00:38:00; arrive: 20-07-1916 01:38:00}
Train 1029 {from: Constantinopole; to: Athina; depart: 19-04-1915 06:08:00; arrive: 25-04-1915 12:08:00}
Train 1030 {from: Bruxelles; to: Kharkov; depart: 22-10-1915 00:44:00; arrive: 31-10-1915 07:44:00}
Train 1031 {from: Petrograd; to: Venezia; depart: 19-08-1916 18:39:00; arrive: 26-08-1916 18:39:00}
Train 1032 {from: Lisboa; to: Riga; depart: 23-01-1915 00:04:00; arrive: 31-01-1915 07:04:00}
Train 1033 {from: Rostov; to: Kyiv; depart: 29-01-1915 00:05:00; arrive: 31-01-1915 08:05:00}
Train 1034 {from: Ancora; to: Lisboa; depart: 12-03-1916 15:06:00; arrive: 21-03-1916 19:06:00}
Train 1035 {from: Barcelona; to: Brindisi; depart: 03-03-1915 11:50:00; arrive: 06-03-1915 14:50:00}
Train 1036 {from: Marseille; to: Moskva; depart: 12-04-1916 08:10:00; arrive: 21-04-1916 15:10:00}
Train 1037 {from: Wien; to: Frankfurt; depart: 31-07-1916 18:13:00; arrive: 02-08-1916 02:13:00}
Train 1038 {from: Brindisi; to: Essen; depart: 04-09-1915 02:24:00; arrive: 05-09-1915 02:24:00}
Train 1039 {from: Riga; to: Pamplona; depart: 22-10-1915 06:46:00; arrive: 29-10-1915 10:46:00}
Train 1040 {from: Zurich; to: Zgrab; depart: 18-03-1915 00:08:00; arrive: 19-03-1915 00:08:00}
Train 1041 {from: Essen; to: Madrid; depart: 05-06-1915 10:05:00; arrive: 10-06-1915 13:05:00}
Train 1042 {from: Warszawa; to: Berlin; depart: 27-02-1916 11:34:00; arrive: 29-02-1916 19:34:00}
Train 1043 {from: Essen; to: Brindisi; depart: 31-12-1915 09:43:00; arrive: 01-01-1916 11:43:00}
Train 1044 {from: Kharkov; to: Madrid; depart: 09-08-1915 01:10:00; arrive: 20-08-1915 05:10:00}
Train 1045 {from: Rostov; to: Athina; depart: 22-01-1916 15:02:00; arrive: 29-01-1916 17:02:00}
Train 1046 {from: Berlin; to: Zgrab; depart: 28-07-1916 10:46:00; arrive: 28-07-1916 16:46:00}
Train 1047 {from: Kharkov; to: Warszawa; depart: 21-06-1915 09:02:00; arrive: 24-06-1915 18:02:00}
Train 1048 {from: Budapest; to: Madrid; depart: 14-04-1915 22:57:00; arrive: 22-04-1915 07:57:00}
Train 1049 {from: Erzurum; to: Bruxelles; depart: 18-06-1915 12:06:00; arrive: 26-06-1915 12:06:00}
Train 1050 {from: Sarajevo; to: Roma; depart: 08-07-1915 22:09:00; arrive: 11-07-1915 06:09:00}
Train 1051 {from: Essen; to: Sarajevo; depart: 17-06-1916 04:21:00; arrive: 18-06-1916 04:21:00}
Train 1052 {from: Brindisi; to: Ancora; depart: 12-01-1915 09:15:00; arrive: 17-01-1915 18:15:00}
Train 1053 {from: Roma; to: Sevastopol; depart: 11-10-1915 04:29:00; arrive: 17-10-1915 10:29:00}
Train 1054 {from: Rostov; to: Petrograd; depart: 16-01-1915 03:27:00; arrive: 16-01-1915 06:27:00}
Train 1055 {from: Barcelona; to: Marseille; depart: 20-12-1915 06:02:00; arrive: 22-12-1915 12:02:00}
Train 1056 {from: Paris; to: Palermo; depart: 26-04-1916 03:51:00; arrive: 27-04-1916 09:51:00}
Train 1057 {from: Berlin; to: Essen; depart: 23-08-1915 19:57:00; arrive: 24-08-1915 00:57:00}
Train 1058 {from: Berlin; to: Constantinopole; depart: 23-03-1915 22:51:00; arrive: 28-03-1915 02:51:00}
Train 1059 {from: Berlin; to: Kharkov; depart: 09-06-1915 19:29:00; arrive: 14-06-1915 22:29:00}
Train 1060 {from: Palermo; to: Rostov; depart: 21-01-1916 09:10:00; arrive: 28-01-1916 15:10:00}
Train 1061 {from: Pamplona; to: Buguresti; depart: 23-01-1916 20:27:00; arrive: 31-01-1916 22:27:00}
Train 1062 {from: Petrograd; to: Rostov; depart: 07-06-1916 03:45:00; arrive: 07-06-1916 03:45:00}
Train 1063 {from: Kyiv; to: Palermo; depart: 18-05-1916 02:42:00; arrive: 23-05-1916 07:42:00}
Train 1064 {from: Constantinopole; to: Zgrab; depart: 09-08-1916 12:37:00; arrive: 12-08-1916 12:37:00}
Train 1065 {from: Frankfurt; to: Vilno; depart: 06-06-1915 07:01:00; arrive: 09-06-1915 10:01:00}
Train 1066 {from: Warszawa; to: Roma; depart: 02-03-1915 12:04:00; arrive: 05-03-1915 21:04:00}
Train 1067 {from: London; to: Pamplona; depart: 24-06-1915 08:08:00; arrive: 24-06-1915 14:08:00}
Train 1068 {from: Vilno; to: Athina; depart: 14-03-1915 00:17:00; arrive: 19-03-1915 07:17:00}
Train 1069 {from: Budapest; to: Kyiv; depart: 29-08-1915 22:14:00; arrive: 31-08-1915 03:14:00}
Train 1070 {from: Vilno; to: Madrid; depart: 05-12-1915 06:41:00; arrive: 13-12-1915 12:41:00}
Train 1071 {from: Riga; to: Amsterdam; depart: 02-05-1915 12:25:00; arrive: 08-05-1915 17:25:00}
Train 1072 {from: Lisboa; to: Pamplona; depart: 25-02-1916 00:10:00; arrive: 26-02-1916 00:10:00}
Train 1073 {from: Brindisi; to: Sarajevo; depart: 07-06-1915 15:10:00; arrive: 10-06-1915 20:10:00}
Train 1074 {from: Warszawa; to: Barcelona; depart: 06-09-1915 21:10:00; arrive: 13-09-1915 21:10:00}
